Lon_S;Lat_S;Lon_M;Lat_M;Lon_E;Lat_E;Fecha;Hora;Minimum_integration_threshold;Frequency;Exclude_below_line_depth_max;Transecta;UBM;NASC_mezcla_MS.MC;NASC_Unclassified_regions;P_Card_mezcla_MS.MC;P_Card_Unclassified_regions;N_Card_mezcla_MS.MC;N_Card_Unclassified_regions;Distancia_al_lance_asociado;Lance;Relinga_inferior_media;sA_Merluza_Austral;sA_Merluza_Cola;sA_Merluza 3 Aletas;sA_Reineta;sA_Jibia;sA_Congrio Dorado;sA_Sierra;sA_Brótula;sA_Tollo pajarito;sA_Granadero chileno;sA_Willy;sA_Gutigaudido;sA_Cojinoba gris;sA_Cojinoba moteada;sA_Tollo negro raspa;sA_Tollo cacho;sA_Tollo negro narigón;sA_Tollo Negro Peine;sA_Mictofidos;sA_Calamar
-74.41995667;-43.50046333;-74.42540037;-43.49917991;-74.43091825;-43.49859797;20250807; 02:42:23.8490;-65;38;126.335892;ACUST0001;1;0;0;0;0;0;0;19.07831321;2;416.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.43096759;-43.4986066;-74.43659136;-43.49821125;-74.44229206;-43.49758335;20250807; 02:45:27.4080;-65;38;138.949661;ACUST0001;2;0;0;0;0;0;0;18.88925803;2;416.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.44235153;-43.49757754;-74.44796203;-43.4966708;-74.4535252;-43.49617573;20250807; 02:48:32.9330;-65;38;153.060776;ACUST0001;3;0;0;0;0;0;0;18.72954701;2;416.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.45358887;-43.49617224;-74.45926834;-43.49596107;-74.46503263;-43.49569293;20250807; 02:51:36.4870;-65;38;175.426331;ACUST0001;4;0;0;0;0;0;0;18.5588812;2;416.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.46509216;-43.49568558;-74.4705381;-43.49486146;-74.4762962;-43.49423827;20250807; 02:54:40.0750;-65;38;174.807312;ACUST0001;5;33.027526;0;164.674385;0;1;0;18.41695741;2;416.4;3.994574407;29.03295159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.47635726;-43.49423506;-74.48199264;-43.49396667;-74.4877228;-43.49360194;20250807; 02:57:43.6740;-65;38;176.830582;ACUST0001;6;9.59363;0;169.053683;0;1;0;18.28004819;2;416.4;1.160319089;8.433310911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.48778331;-43.49359614;-74.49333615;-43.49269624;-74.49896649;-43.49203615;20250807; 03:00:46.3060;-65;38;181.159241;ACUST0001;7;7.469251;0;171.652258;0;1;0;18.17560798;2;416.4;0.903382193;6.565868807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.49902759;-43.492035;-74.50470975;-43.49200488;-74.51041218;-43.49156775;20250807; 03:03:48.9320;-65;38;179.540802;ACUST0001;8;5.066919;0;167.694477;0;1;0;18.06299216;2;416.4;0.612827766;4.454091234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.51047011;-43.4915611;-74.51600595;-43.49064015;-74.52159771;-43.48980231;20250807; 03:06:51.5500;-65;38;177.494415;ACUST0001;9;8.673812;0;163.728089;0;1;0;17.99674973;2;416.4;1.049070022;7.624741978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.52165966;-43.48979185;-74.52731278;-43.48940782;-74.53300813;-43.48924946;20250807; 03:09:54.1680;-65;38;184.637527;ACUST0001;10;7.918997;0;168.877869;0;1;0;17.942068;2;416.4;0.957777544;6.961219456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.53306897;-43.48922785;-74.53865954;-43.48842474;-74.54416433;-43.48741745;20250807; 03:12:56.7980;-65;38;183.252625;ACUST0001;11;9.726959;0;169.748356;0;1;0;17.89234806;2;416.4;1.176444808;8.550514192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.54423124;-43.4874087;-74.54982956;-43.48691703;-74.55560893;-43.48682077;20250807; 03:15:58.4630;-65;38;184.588699;ACUST0001;12;26.922612;0;167.05615;0;1;0;17.88745691;2;416.4;3.256204442;23.66640756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.55567382;-43.48681492;-74.56122739;-43.48620732;-74.56679165;-43.48530807;20250807; 03:19:02.0680;-65;38;180.180267;ACUST0001;13;83.193081;0;161.089836;0;1;0;17.85739751;2;416.4;10.06193901;73.13114199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.56685346;-43.48529832;-74.5725819;-43.48480397;-74.5782016;-43.48481234;20250807; 03:22:05.6630;-65;38;179.567444;ACUST0001;14;192.177671;0;159.850006;0;1;0;17.88168116;2;416.4;23.24327914;168.9343919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.57826114;-43.4848126;-74.5838241;-43.4843545;-74.58935705;-43.48319469;20250807; 03:25:09.2530;-65;38;179.036423;ACUST0001;15;166.251646;0;162.635294;0;1;0;17.87056419;2;416.4;20.10760873;146.1440373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.58941207;-43.48319258;-74.59500043;-43.48239855;-74.60072282;-43.48201333;20250807; 03:28:12.8550;-65;38;179.346542;ACUST0001;16;500.560656;0;157.827006;0;1;0;17.96235558;2;416.4;60.54122206;440.0194339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.60078949;-43.48201205;-74.60638585;-43.48164389;-74.61192856;-43.48049773;20250807; 03:31:15.4870;-65;38;183.506638;ACUST0001;17;561.15897;0;163.766123;0;1;0;18.00147244;2;416.4;67.87039574;493.2885743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.61198591;-43.48048613;-74.61762119;-43.47965097;-74.62324367;-43.47938363;20250807; 03:34:19.0970;-65;38;182.166138;ACUST0001;18;158.14141;0;167.412227;0;1;0;17.73149943;3;370;22.69070991;135.4507001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.62330182;-43.47938657;-74.62900929;-43.47927284;-74.63455251;-43.47852529;20250807; 03:37:20.7920;-65;38;181.468628;ACUST0001;19;187.625781;0;162.532285;0;1;0;17.37421919;3;370;26.92123567;160.7045453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.63461252;-43.47851359;-74.64021722;-43.47765969;-74.64586172;-43.47719625;20250807; 03:40:22.4740;-65;38;177.051102;ACUST0001;20;144.92308;0;162.328842;0;1;0;17.03735097;3;370;20.79409541;124.1289846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.64592147;-43.47719651;-74.65167033;-43.47709637;-74.65736414;-43.47676378;20250807; 03:43:26.0630;-65;38;178.292664;ACUST0001;21;392.607706;0;160.084358;0;1;0;16.69858008;3;370;56.33279459;336.2749114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.65743471;-43.4767355;-74.66286197;-43.47580033;-74.66855541;-43.47500983;20250807; 03:46:29.6460;-65;38;177.999252;ACUST0001;22;135.003461;0;165.929603;0;1;0;16.3846051;3;370;19.37079207;115.6326689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.66862449;-43.47500575;-74.67421007;-43.47492722;-74.67997016;-43.47471222;20250807; 03:49:33.2220;-65;38;178.158691;ACUST0001;23;61.335247;0;167.746534;0;1;0;16.07469229;3;370;8.80060635;52.53464065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.68003151;-43.4747045;-74.68560945;-43.4738605;-74.69119495;-43.47303014;20250807; 03:52:36.8140;-65;38;180.564529;ACUST0001;24;54.48523;0;168.055352;0;1;0;15.77883502;3;370;7.81774077;46.66748923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.69125562;-43.47302371;-74.69694734;-43.47258918;-74.70253807;-43.47197823;20250807; 03:55:41.3890;-65;38;175.316223;ACUST0001;25;94.599348;0;162.592012;0;1;0;15.5024078;3;370;13.57346165;81.02588635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.70259713;-43.47197218;-74.70818401;-43.47140814;-74.71386812;-43.47108733;20250807; 03:58:46.9330;-65;38;168.923752;ACUST0001;26;35.952978;0;159.799729;0;1;0;15.24278924;3;370;5.158665237;30.79431276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.71392724;-43.47108539;-74.71956039;-43.47078903;-74.72524581;-43.470445;20250807; 04:01:52.5420;-65;38;173.843124;ACUST0001;27;32.822882;0;161.020043;0;1;0;14.98381301;3;370;4.709547575;28.11333443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.72530435;-43.47044374;-74.73087344;-43.46979085;-74.73659877;-43.46939679;20250807; 04:04:58.0620;-65;38;164.294449;ACUST0001;28;42.301185;0;155.353136;0;1;0;14.7499728;3;370;6.069529276;36.23165572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.73665964;-43.46939074;-74.74230558;-43.46901927;-74.74802476;-43.46906331;20250807; 04:08:02.6200;-65;38;186.02742;ACUST0001;29;198.349618;0;157.763699;0;1;0;14.52456279;3;370;28.45993117;169.8896868;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.74808494;-43.46906897;-74.75364976;-43.46951208;-74.7593471;-43.46992149;20250807; 04:11:07.1480;-65;38;154.759872;ACUST0001;30;211.021942;0;135.021008;0;1;0;14.28071983;3;370;30.27820272;180.7437393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.75940506;-43.46991667;-74.76494112;-43.47020054;-74.77073547;-43.4706936;20250807; 04:14:11.6790;-65;38;150.596207;ACUST0001;31;86.437225;0;130.098027;0;1;0;14.04315474;3;370;12.40233028;74.03489472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.77078528;-43.47070242;-74.77637664;-43.47131171;-74.78205683;-43.471827;20250807; 04:17:15.2480;-65;38;147.033844;ACUST0001;32;51.688881;0;124.420242;0;1;0;13.80004576;3;370;7.416510352;44.27237065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.78211197;-43.47183891;-74.78767366;-43.47240337;-74.79338428;-43.47305548;20250807; 04:20:15.9140;-65;38;140.349869;ACUST0001;33;86.401317;0;121.015819;0;1;0;13.57003657;3;370;12.39717807;74.00413893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.79344671;-43.47306351;-74.79910325;-43.47373968;-74.80464814;-43.47435958;20250807; 04:23:15.6120;-65;38;125.12426;ACUST0001;34;0;0;0;0;0;0;13.33933589;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.80471411;-43.47436532;-74.81032586;-43.47473946;-74.81604316;-43.47529768;20250807; 04:26:14.3320;-65;38;110.917542;ACUST0001;35;0;0;0;0;0;0;13.13498882;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.81610198;-43.47530461;-74.82174856;-43.47578035;-74.82748429;-43.47618824;20250807; 04:29:14.0210;-65;38;108.843445;ACUST0001;36;0;0;0;0;0;0;12.93802102;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.82754065;-43.47619628;-74.83322781;-43.47667759;-74.83883416;-43.47697425;20250807; 04:32:11.7780;-65;38;100.448769;ACUST0001;37;0;0;0;0;0;0;12.75918048;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.83889643;-43.47698117;-74.84450707;-43.47754295;-74.85019653;-43.47820098;20250807; 04:35:07.6000;-65;38;93.919312;ACUST0001;38;0;0;0;0;0;0;12.59771719;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.8502609;-43.4782097;-74.85594907;-43.47867153;-74.86148675;-43.47925771;20250807; 04:38:04.3800;-65;38;86.75695;ACUST0001;39;0;0;0;0;0;0;12.43621688;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.86154457;-43.47926785;-74.86711566;-43.47998673;-74.87292635;-43.48058825;20250807; 04:41:03.0950;-65;38;86.940292;ACUST0001;40;0;0;0;0;0;0;12.28125186;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.87298747;-43.48060113;-74.87848386;-43.48116537;-74.88422664;-43.48193358;20250807; 04:44:00.8290;-65;38;90.058899;ACUST0001;41;0;0;0;0;0;0;12.14492296;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.88430622;-43.48194001;-74.88991517;-43.48212206;-74.89559081;-43.48244896;20250807; 04:46:59.5450;-65;38;92.972221;ACUST0001;42;0;0;0;0;0;0;12.03469459;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.89564865;-43.48245378;-74.9012788;-43.48308365;-74.90699362;-43.48355168;20250807; 04:50:01.1670;-65;38;95.77179;ACUST0001;43;0;0;0;0;0;0;11.94031401;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.90704992;-43.4835549;-74.91264452;-43.48394851;-74.91839327;-43.4845562;20250807; 04:53:04.7070;-65;38;98.574486;ACUST0001;44;0;0;0;0;0;0;11.86765811;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.91845587;-43.48456103;-74.92406086;-43.48491189;-74.92972624;-43.4854142;20250807; 04:56:06.3120;-65;38;98.727501;ACUST0001;45;0;0;0;0;0;0;11.61055327;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.92978077;-43.48542835;-74.93540244;-43.48587314;-74.94110469;-43.486115;20250807; 04:59:08.8760;-65;38;104.337303;ACUST0001;46;0;0;0;0;0;0;11.165138;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.941161;-43.48611837;-74.94682365;-43.48680207;-74.95239378;-43.48741658;20250807; 05:02:14.3430;-65;38;112.264801;ACUST0001;47;0;0;0;0;0;0;10.71491161;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.9524566;-43.48742716;-74.95804091;-43.48780433;-74.96373241;-43.48843583;20250807; 05:05:21.7380;-65;38;116.001801;ACUST0001;48;0;0;0;0;0;0;10.27669984;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.96378945;-43.48844065;-74.96937624;-43.48904037;-74.97497507;-43.48951983;20250807; 05:08:28.1860;-65;38;122.206047;ACUST0001;49;0;0;0;0;0;0;9.843680157;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.97503525;-43.48952475;-74.98073499;-43.48994355;-74.98649472;-43.49028408;20250807; 05:11:33.6540;-65;38;132.64296;ACUST0001;50;0;0;0;0;0;0;9.395091419;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.98655637;-43.49028667;-74.99215412;-43.49075953;-74.99781768;-43.49136585;20250807; 05:14:40.1250;-65;38;138.188095;ACUST0001;51;0;0;0;0;0;0;8.940157347;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99787558;-43.49137229;-75.00349256;-43.49201852;-75.00916419;-43.49260779;20250807; 05:17:48.4760;-65;38;138.254959;ACUST0001;52;0;0;0;0;0;0;8.50804342;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.00922529;-43.4926123;-75.01492274;-43.49311773;-75.02050203;-43.49363049;20250807; 05:20:56.8290;-65;38;136.052307;ACUST0001;53;0.663064;0;117.254165;0;1;0;8.065043938;1;320;0;0.663064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.02056154;-43.49363692;-75.0261926;-43.49411931;-75.03174158;-43.49464645;20250807; 05:24:04.2160;-65;38;132.740952;ACUST0001;54;1.536526;0;118.234673;0;1;0;7.624704524;1;320;0;1.536526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.03179925;-43.49465133;-75.03731309;-43.49502764;-75.04304933;-43.49604172;20250807; 05:27:13.5400;-65;38;133.432129;ACUST0001;55;0.654513;0;114.947062;0;1;0;7.186771065;1;320;0;0.654513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.04310163;-43.49604919;-75.04866875;-43.49654855;-75.05440931;-43.49673527;20250807; 05:30:23.8240;-65;38;131.958374;ACUST0001;56;4.194115;0;112.90444;0;1;0;6.765361562;1;320;0;4.194115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.05447516;-43.49675186;-75.06009013;-43.49720335;-75.06574406;-43.49809439;20250807; 05:33:31.2110;-65;38;136.278625;ACUST0001;57;9.578721;0;119.273734;0;1;0;6.303575309;1;320;0;9.578721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.06581038;-43.4981118;-75.07143261;-43.49816548;-75.07705288;-43.49838167;20250807; 05:36:38.6040;-65;38;137.782028;ACUST0001;58;41.119712;0;123.458249;0;1;0;5.858593653;1;320;0;41.119712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0771135;-43.49838517;-75.08272548;-43.4990634;-75.08835636;-43.49990059;20250807; 05:39:46.9710;-65;38;138.077377;ACUST0001;59;44.73462;0;125.221176;0;1;0;5.413075923;1;320;0;44.73462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.08840942;-43.49990764;-75.08921508;-43.49999445;-75.090037;-43.50010065;20250807; 05:41:36.1320;-65;38;136.670166;ACUST0001;60;0;0;0;0;0;0;5.174823298;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.33171833;-43.58331333;-75.32674695;-43.58362652;-75.3205664;-43.58351;20250807; 08:13:01.9790;-65;38;698.993087;ACUST0002;1;1071.678044;0;332.316735;0;1;0;4.176243832;1;320;0;1071.678044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.32048241;-43.58351286;-75.31500473;-43.58373991;-75.30906667;-43.58349;20250807; 08:16:20.0180;-65;38;698.993087;ACUST0002;2;1403.625968;0;338.44647;0;1;0;4.128362376;1;320;0;1403.625968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.30894993;-43.58348776;-75.30310832;-43.58365924;-75.29763413;-43.58368747;20250807; 08:19:41.5870;-65;38;698.993087;ACUST0002;3;704.24233;0;343.538886;0;1;0;4.132886861;1;320;0;704.24233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.29755693;-43.58368463;-75.29189236;-43.58358647;-75.28612603;-43.58358732;20250807; 08:22:50.9550;-65;38;513.974205;ACUST0002;4;1017.794878;0;287.34711;0;1;0;4.195157743;1;320;0;1017.794878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.28606775;-43.58358667;-75.28035103;-43.58357443;-75.27468814;-43.58354759;20250807; 08:26:03.4200;-65;38;296.795282;ACUST0002;5;1001.037821;0;177.4317745;0;2;0;4.31985365;1;320;0;1001.037821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.27460248;-43.58354833;-75.26901126;-43.58345794;-75.26329;-43.58363167;20250807; 08:29:13.9010;-65;38;213.545792;ACUST0002;6;1025.407597;0;163.620345;0;2;0;4.485650609;1;320;0;1025.407597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.26323974;-43.58363074;-75.25749018;-43.58347053;-75.25176636;-43.58374762;20250807; 08:32:23.4100;-65;38;184.376318;ACUST0002;7;473.889756;0;133.916127;0;1;0;4.71025304;1;320;0;473.889756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.25170081;-43.58372712;-75.2460749;-43.58390544;-75.24034117;-43.58367382;20250807; 08:35:30.9760;-65;38;184.75236;ACUST0002;8;731.513392;0;146.286096;0;1;0;5.006684125;1;320;0;731.513392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.24032333;-43.58367333;-75.23463963;-43.58371918;-75.2288148;-43.58360972;20250807; 08:38:37.5910;-65;38;164.355634;ACUST0002;9;789.118587;0;136.673852;0;1;0;5.287857716;1;320;0;789.118587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.22875372;-43.58360372;-75.22307667;-43.583285;-75.21741055;-43.58358944;20250807; 08:41:44.1840;-65;38;161.73704;ACUST0002;10;740.344452;0;123.000981;0;1;0;5.581058602;1;320;0;740.344452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.21734925;-43.58358691;-75.21173197;-43.58342938;-75.20598342;-43.58350248;20250807; 08:44:49.7760;-65;38;143.9977;ACUST0002;11;7.316649;0;119.689933;0;1;0;5.93858413;1;320;0;7.316649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.20592861;-43.58350086;-75.20027003;-43.58346409;-75.19452422;-43.58341333;20250807; 08:47:54.4280;-65;38;128.730356;ACUST0002;12;0;0;0;0;0;0;6.31070207;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.19446592;-43.58341353;-75.18875885;-43.58353886;-75.18307621;-43.58346833;20250807; 08:50:59.0300;-65;38;119.194913;ACUST0002;13;0;0;0;0;0;0;6.704377076;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18301668;-43.58346954;-75.17730034;-43.58340923;-75.17156667;-43.58358167;20250807; 08:54:03.6300;-65;38;116.598119;ACUST0002;14;0;0;0;0;0;0;7.094032433;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.17154287;-43.58358369;-75.16581955;-43.58368697;-75.16017;-43.58367333;20250807; 08:57:09.1880;-65;38;128.214598;ACUST0002;15;0;0;0;0;0;0;7.528297363;1;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16008802;-43.58367118;-75.15433428;-43.58355167;-75.14866851;-43.58344333;20250807; 09:00:13.7780;-65;38;128.706345;ACUST0002;16;0;0;0;0;0;0;7.591441259;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14858094;-43.58344333;-75.14291048;-43.58375833;-75.13723744;-43.58360293;20250807; 09:03:17.4020;-65;38;136.279392;ACUST0002;17;0;0;0;0;0;0;7.27150622;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13714974;-43.58359972;-75.13138011;-43.58351157;-75.12567696;-43.58351703;20250807; 09:06:21.0450;-65;38;144.469085;ACUST0002;18;0;0;0;0;0;0;7.007597944;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.12566333;-43.58351667;-75.11997125;-43.583576;-75.11422469;-43.58378667;20250807; 09:09:23.7070;-65;38;146.499168;ACUST0002;19;0;0;0;0;0;0;6.746666546;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11418833;-43.58378667;-75.10850066;-43.58398833;-75.10271903;-43.58397656;20250807; 09:12:27.3470;-65;38;150.090728;ACUST0002;20;0;0;0;0;0;0;6.485526621;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.102655;-43.583975;-75.09705583;-43.58392667;-75.09139871;-43.58391563;20250807; 09:15:30.0200;-65;38;151.031254;ACUST0002;21;0;0;0;0;0;0;6.293252137;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09133628;-43.58391242;-75.08560563;-43.58387269;-75.07987325;-43.58385173;20250807; 09:18:31.7280;-65;38;153.558575;ACUST0002;22;0;0;0;0;0;0;6.134206746;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.07978685;-43.58384958;-75.07410639;-43.58375333;-75.068425;-43.583645;20250807; 09:21:33.4330;-65;38;154.322091;ACUST0002;23;0;0;0;0;0;0;6.015913254;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.06841224;-43.58364535;-75.06260734;-43.5837932;-75.05700167;-43.58382;20250807; 09:24:37.0760;-65;38;152.134964;ACUST0002;24;0;0;0;0;0;0;5.925764806;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0569331;-43.58381633;-75.05124097;-43.58381145;-75.04549063;-43.5839411;20250807; 09:27:41.6820;-65;38;149.70564;ACUST0002;25;0;0;0;0;0;0;5.87889219;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.04542718;-43.58394034;-75.03971477;-43.58395654;-75.03397572;-43.58383761;20250807; 09:30:47.7350;-65;38;151.932661;ACUST0002;26;0;0;0;0;0;0;5.866381412;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0339153;-43.58383733;-75.02825;-43.58379167;-75.02259504;-43.58363815;20250807; 09:33:52.3510;-65;38;153.516101;ACUST0002;27;0;0;0;0;0;0;5.914041512;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.02253728;-43.583635;-75.01686311;-43.58359044;-75.01106224;-43.58362426;20250807; 09:36:57.9190;-65;38;154.116807;ACUST0002;28;0;0;0;0;0;0;6.002452758;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.01098154;-43.58363947;-75.00534638;-43.58366667;-74.99957167;-43.58374333;20250807; 09:40:03.5090;-65;38;157.643596;ACUST0002;29;0;0;0;0;0;0;6.117606917;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99955851;-43.58374322;-74.99931895;-43.58374359;-74.99909319;-43.58373248;20250807; 09:41:40.1650;-65;38;157.45167;ACUST0002;30;0;0;0;0;0;0;6.191958999;3;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.31729;-43.66706167;-75.31174265;-43.66747167;-75.30622773;-43.66696214;20250807; 19:32:08.5380;-65;38;699.896024;ACUST0003;1;37.389725;1174.528968;277.797421;63.395917;1;1;7.119251602;3;370;5.364814969;32.02491003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.30614852;-43.66695629;-75.3004588;-43.66723712;-75.29482063;-43.667075;20250807; 19:35:29.7980;-65;38;700.040493;ACUST0003;2;38.188251;1902.054041;270.086914;63.395917;1;1;6.647774038;3;370;5.479390411;32.70886059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.29474314;-43.66707576;-75.28904933;-43.66706666;-75.28328177;-43.66715667;20250807; 19:38:50.0280;-65;38;700.182107;ACUST0003;3;65.174519;1886.374329;265.6525;63.395917;1;1;6.167770357;3;370;9.351479187;55.82303981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.2832054;-43.66715833;-75.27749799;-43.66725451;-75.27177721;-43.66736483;20250807; 19:42:10.2360;-65;38;700.324693;ACUST0003;4;78.589414;2366.174962;266.105056;63.395917;1;1;5.660115593;3;370;11.27629756;67.31311644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
