Lon_S;Lat_S;Lon_M;Lat_M;Lon_E;Lat_E;Fecha;Hora;Minimum_integration_threshold;Frequency;Exclude_below_line_depth_max;Transecta;UBM;NASC_mezcla_MS.MC;NASC_Unclassified_regions;P_Card_mezcla_MS.MC;P_Card_Unclassified_regions;N_Card_mezcla_MS.MC;N_Card_Unclassified_regions;Distancia_al_lance_asociado;Lance;Relinga_inferior_media;sA_Merluza_Austral;sA_Merluza_Cola;sA_Merluza 3 Aletas;sA_Reineta;sA_Jibia;sA_Congrio Dorado;sA_Sierra;sA_Brótula;sA_Tollo pajarito;sA_Granadero chileno;sA_Willy;sA_Gutigaudido;sA_Cojinoba gris;sA_Cojinoba moteada;sA_Tollo negro raspa;sA_Tollo cacho;sA_Tollo negro narigón;sA_Tollo Negro Peine;sA_Mictofidos;sA_Calamar
-74.99906853;-43.99994581;-74.99833321;-43.99994269;-74.9975541;-43.99990945;20250809; 05:52:28.8330;-65;38;182.255239;ACUST0007;26;0;0;0;0;0;0;5.746068818;6;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.24928;-44.08278;-75.24346563;-44.08328244;-75.23796339;-44.083245;20250809; 07:23:30.2020;-65;38;584.898221;ACUST0008;1;271.994627;0;360.761107;0;1;0;3.784620067;5;385;35.47321691;236.5214101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.2379112;-44.0832442;-75.23237377;-44.08299251;-75.22638696;-44.08302883;20250809; 07:26:57.1380;-65;38;541.832669;ACUST0008;2;352.4104;0;343.250479;0;1;0;4.054660416;5;385;45.96094672;306.4494533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.226313;-44.08303075;-75.22047408;-44.08331623;-75.21476801;-44.08329833;20250809; 07:30:39.7120;-65;38;519.473919;ACUST0008;3;305.830995;0;333.124981;0;1;0;4.3799971;6;421;55.41166512;250.4193299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.21469388;-44.08329833;-75.20903235;-44.08307142;-75.20322249;-44.08297182;20250809; 07:34:18.1270;-65;38;572.720842;ACUST0008;4;556.42771;0;354.567214;0;1;0;3.909876208;6;421;100.8157657;455.6119443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.20315002;-44.0829757;-75.19743211;-44.08307809;-75.19159181;-44.08321833;20250809; 07:37:56.5530;-65;38;627.337349;ACUST0008;5;681.107083;0;390.285585;0;1;0;3.419138719;6;421;123.4056659;557.7014171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.19152012;-44.08321911;-75.18584278;-44.08293016;-75.18011558;-44.08285466;20250809; 07:41:33.6190;-65;38;699.9663;ACUST0008;6;894.757364;0;431.410668;0;1;0;2.94258625;6;421;162.1156659;732.6416981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18004474;-44.082855;-75.17429552;-44.08307653;-75.16854497;-44.08303617;20250809; 07:45:07.9450;-65;38;699.545989;ACUST0008;7;733.974745;0;441.98294;0;1;0;2.453017272;6;421;132.9844373;600.9903077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16846886;-44.08303143;-75.16277309;-44.08274833;-75.1569952;-44.08272506;20250809; 07:48:39.5550;-65;38;698.129588;ACUST0008;8;971.106388;0;424.442291;0;1;0;2.007186856;6;421;175.948883;795.157505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15692147;-44.08272556;-75.15117375;-44.08293727;-75.14545745;-44.08310833;20250809; 07:52:11.1120;-65;38;631.320769;ACUST0008;9;1172.645762;0;389.957892;0;1;0;1.538349416;6;421;212.4645812;960.1811808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14537977;-44.08310741;-75.13963038;-44.08294357;-75.1339033;-44.08279391;20250809; 07:55:45.4240;-65;38;568.977078;ACUST0008;10;977.637728;0;352.329619;0;1;0;1.123469537;6;421;177.132257;800.505471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13383373;-44.08280147;-75.12813615;-44.08295246;-75.12233227;-44.08305833;20250809; 07:59:19.7330;-65;38;505.937319;ACUST0008;11;678.615332;0;325.265569;0;1;0;0.809194373;6;421;122.9542006;555.6611314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.12225826;-44.08305788;-75.11659063;-44.08283721;-75.11077049;-44.08291904;20250809; 08:02:52.6730;-65;38;566.039242;ACUST0008;12;777.552226;0;343.765875;0;1;0;0.740839164;6;421;140.8799771;636.6722489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11069957;-44.08292449;-75.10494173;-44.08303215;-75.09930499;-44.0829307;20250809; 08:06:25.6460;-65;38;700.260634;ACUST0008;13;1046.814506;0;390.00448;0;1;0;0.962110766;6;421;189.6659783;857.1485277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09923537;-44.08293431;-75.09347859;-44.08313084;-75.08777684;-44.08332743;20250809; 08:09:59.8360;-65;38;700.095586;ACUST0008;14;541.471841;0;426.625608;0;1;0;1.343984117;6;421;98.10600238;443.3658386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0877061;-44.0833281;-75.08201876;-44.08310428;-75.07623037;-44.0830023;20250809; 08:13:36.5730;-65;38;700.390696;ACUST0008;15;915.34159;0;428.598408;0;1;0;1.781489574;6;421;165.8451971;749.4963929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.07615957;-44.08300333;-75.06995144;-44.08318221;-75.06469185;-44.08323663;20250809; 08:17:25.3350;-65;38;700.512329;ACUST0008;16;792.885682;0;393.373307;0;1;0;2.270198245;6;421;143.6581531;649.2275289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.06464011;-44.08323205;-75.05886155;-44.08303577;-75.05316723;-44.08288664;20250809; 08:20:56.7790;-65;38;637.737545;ACUST0008;17;1338.746546;0;364.569637;0;1;0;2.722917075;6;421;242.5593759;1096.18717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.05310136;-44.08289003;-75.0473557;-44.08306169;-75.04164742;-44.08309159;20250809; 08:24:32.9990;-65;38;559.208505;ACUST0008;18;1462.248635;0;337.232692;0;1;0;3.204976551;6;421;264.9359712;1197.312664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.04159385;-44.08309322;-75.0358574;-44.08296825;-75.03010762;-44.08306936;20250809; 08:28:06.9670;-65;38;497.410317;ACUST0008;19;1431.342708;0;316.497356;0;1;0;3.6857628;6;421;259.3363135;1172.006394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.03009122;-44.08305509;-75.0242687;-44.08331319;-75.0185795;-44.08340333;20250809; 08:31:39.1490;-65;38;467.211991;ACUST0008;20;1883.295737;0;310.399109;0;1;0;4.191766766;6;421;341.2229447;1542.072792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.01851367;-44.08340371;-75.01280663;-44.08314389;-75.00704939;-44.08314333;20250809; 08:35:10.3540;-65;38;498.063994;ACUST0008;21;1738.517899;0;320.898658;0;1;0;4.671935988;6;421;314.9915254;1423.526374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.00699556;-44.08314264;-75.00129147;-44.083185;-74.99549531;-44.08309593;20250809; 08:38:39.6370;-65;38;676.803398;ACUST0008;22;1524.93755;0;366.361526;0;1;0;4.384122371;7;385;29.50277405;1495.434776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99544466;-44.083095;-74.98956927;-44.08278695;-74.98401339;-44.08267667;20250809; 08:42:10.6090;-65;38;687.578725;ACUST0008;23;1277.192205;0;394.444671;0;1;0;4.052420985;7;385;24.70967617;1252.482529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.98395015;-44.08267517;-74.97815771;-44.08281515;-74.97238637;-44.08280333;20250809; 08:45:34.8910;-65;38;531.798736;ACUST0008;24;1885.123271;0;348.82518;0;1;0;3.727741626;7;385;36.47124167;1848.652029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.97233029;-44.08280426;-74.96650037;-44.08263588;-74.9608493;-44.08276592;20250809; 08:49:05.3970;-65;38;498.656863;ACUST0008;25;2073.526776;0;339.914885;0;1;0;3.454361381;7;385;40.11626047;2033.410516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.96079093;-44.08277287;-74.95507962;-44.08312005;-74.9493418;-44.08293422;20250809; 08:52:40.2740;-65;38;477.203913;ACUST0008;26;1759.052829;0;319.515691;0;1;0;3.186434458;7;385;34.03217276;1725.020656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.94927887;-44.08293055;-74.94357983;-44.08283779;-74.93777819;-44.08311959;20250809; 08:56:17.3580;-65;38;427.569242;ACUST0008;27;1855.156089;0;303.20298;0;1;0;3.040086615;7;385;35.89147039;1819.264619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.93771943;-44.08312247;-74.93197391;-44.08315411;-74.92623314;-44.0830613;20250809; 08:59:56.5710;-65;38;460.709342;ACUST0008;28;1216.428742;0;315.855382;0;1;0;2.925581194;7;385;23.53409313;1192.894649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.92617375;-44.08305882;-74.92045617;-44.0830701;-74.91468962;-44.08331988;20250809; 09:03:33.7260;-65;38;553.399667;ACUST0008;29;984.840094;0;339.258144;0;1;0;2.922485319;7;385;19.05357683;965.7865172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.91464099;-44.08332195;-74.90887896;-44.08320495;-74.90311499;-44.08318439;20250809; 09:07:14.5450;-65;38;557.642649;ACUST0008;30;947.847642;0;371.836645;0;1;0;2.991710888;7;385;18.33788854;929.5097535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.90304574;-44.08319271;-74.89733226;-44.08351565;-74.89158918;-44.083715;20250809; 09:10:57.1420;-65;38;528.494045;ACUST0008;31;1705.182996;0;362.752217;0;1;0;3.135548063;7;385;32.98995991;1672.193036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.89153236;-44.08371578;-74.88583191;-44.08334669;-74.88010847;-44.08318617;20250809; 09:14:39.7080;-65;38;472.631158;ACUST0008;32;670.342481;0;340.720398;0;1;0;3.363409735;7;385;12.96903126;657.3734497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.88005325;-44.08319146;-74.87430002;-44.08322797;-74.86853015;-44.08339167;20250809; 09:18:18.9770;-65;38;439.289773;ACUST0008;33;1588.890258;0;293.248505;0;1;0;3.642432522;7;385;30.74005901;1558.150199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.86846943;-44.08339167;-74.86267407;-44.08324395;-74.8569719;-44.08288337;20250809; 09:21:56.9770;-65;38;218.855212;ACUST0008;34;1160.819013;0;179.663018;0;1;0;3.964572457;7;385;22.45821873;1138.360794;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.85691534;-44.08288167;-74.85124049;-44.08301379;-74.84548045;-44.08354587;20250809; 09:25:32.6920;-65;38;197.265608;ACUST0008;35;0;0;0;0;0;0;4.315065443;7;385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.84542629;-44.08354631;-74.84497435;-44.08356419;-74.84446576;-44.0835634;20250809; 09:27:31.5700;-65;38;192.560559;ACUST0008;36;0;0;0;0;0;0;4.5194368;7;385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.22327167;-44.16781333;-75.21880142;-44.16675153;-75.21241972;-44.1664382;20250810; 02:11:51.7700;-65;38;699.061685;ACUST0009;1;186.661337;0;388.62858;0;1;0;4.31728433;6;421;33.82003677;152.8413002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.21232198;-44.16644;-75.20671442;-44.16676138;-75.20093551;-44.16732448;20250810; 02:15:30.0070;-65;38;699.211052;ACUST0009;2;175.764616;0;437.654937;0;1;0;4.387813529;6;421;31.84572591;143.9188901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.20084178;-44.16733166;-75.19512939;-44.16722309;-75.18936198;-44.16674304;20250810; 02:18:55.8070;-65;38;699.363375;ACUST0009;3;307.362808;0;444.904725;0;1;0;4.544467715;6;421;55.68920504;251.673603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18927296;-44.16672844;-75.18355301;-44.16662502;-75.17777341;-44.16677667;20250810; 02:22:23.2420;-65;38;699.514476;ACUST0009;4;421.812181;0;448.618848;0;1;0;4.672617099;6;421;76.42559354;345.3865875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.1776768;-44.16677871;-75.17188825;-44.16676495;-75.16615863;-44.16639239;20250810; 02:25:45.7680;-65;38;699.660796;ACUST0009;5;660.759905;0;442.836554;0;1;0;4.902589049;6;421;119.719084;541.040821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16605732;-44.16638249;-75.16034913;-44.16636945;-75.15468749;-44.16669034;20250810; 02:29:03.4120;-65;38;699.804667;ACUST0009;6;498.310665;0;431.711887;0;1;0;5.126767228;6;421;90.2858904;408.0247746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15459618;-44.16668594;-75.14876559;-44.16644719;-75.14303994;-44.16588952;20250810; 02:32:21.6380;-65;38;699.952088;ACUST0009;7;1067.956128;0;415.855187;0;1;0;5.036473118;9;392.5;77.10811889;990.8480091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.14294569;-44.16588085;-75.1373328;-44.1658079;-75.13160012;-44.16627627;20250810; 02:35:39.6150;-65;38;700.094961;ACUST0009;8;485.875286;0;406.878104;0;1;0;4.78137577;9;392.5;35.08096291;450.7943231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13150253;-44.16628455;-75.12571844;-44.16638928;-75.12000415;-44.16631402;20250810; 02:38:55.3170;-65;38;700.2398;ACUST0009;9;2319.780455;0;406.710158;0;1;0;4.45686977;9;392.5;167.4918121;2152.288643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11991409;-44.16631171;-75.11414226;-44.16612221;-75.1083604;-44.16589776;20250810; 02:42:12.5870;-65;38;700.385814;ACUST0009;10;7121.090421;0;402.234655;0;1;0;4.153028592;7;385;137.7708364;6983.319585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.10825534;-44.16587759;-75.10251967;-44.16595648;-75.09676173;-44.1662873;20250810; 02:45:29.8790;-65;38;700.52834;ACUST0009;11;1169.927905;0;394.377418;0;1;0;3.72957312;7;385;22.63444732;1147.293458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.09666763;-44.16628992;-75.09103019;-44.16631;-75.08531007;-44.16584548;20250810; 02:48:43.9690;-65;38;700.53298;ACUST0009;12;1666.192052;0;390.762275;0;1;0;3.326326514;7;385;32.23560705;1633.956445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.08525341;-44.16585708;-75.0794429;-44.16591793;-75.07379146;-44.16643282;20250810; 02:51:59.6480;-65;38;657.756923;ACUST0009;13;1529.437575;0;382.870954;0;1;0;2.95234139;7;385;29.58983546;1499.84774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0736912;-44.16643122;-75.06751644;-44.1667268;-75.06221382;-44.16642058;20250810; 02:55:22.4120;-65;38;618.009888;ACUST0009;14;4093.215021;0;371.47921;0;1;0;2.620148648;7;385;79.19091369;4014.024107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.0621479;-44.16641692;-75.05643127;-44.16646441;-75.05062615;-44.16694393;20250810; 02:58:30.4040;-65;38;635.628777;ACUST0009;15;3838.358249;0;387.198349;0;1;0;2.359598273;7;385;74.26023193;3764.098017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.05056495;-44.1669485;-75.04483737;-44.16709731;-75.03911519;-44.16684501;20250810; 03:01:47.1510;-65;38;698.15264;ACUST0009;16;1519.296323;0;402.635513;0;1;0;2.199815415;7;385;29.39363394;1489.902689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.03904782;-44.16684333;-75.0332545;-44.16687935;-75.02750663;-44.167;20250810; 03:05:02.3620;-65;38;699.215254;ACUST0009;17;781.462164;0;402.329036;0;1;0;2.114241399;7;385;15.11884972;766.3433143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.02744104;-44.1670003;-75.0221243;-44.1671361;-75.01590967;-44.16751067;20250810; 03:08:09.5440;-65;38;699.314563;ACUST0009;18;569.067813;0;394.455166;0;1;0;2.168056622;7;385;11.00968306;558.0581299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.01580154;-44.16751429;-75.0101821;-44.16767244;-75.00431043;-44.16757809;20250810; 03:11:29.2350;-65;38;699.314563;ACUST0009;19;589.33256;0;401.544968;0;1;0;2.362951135;7;385;11.40174256;577.9308174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.00421753;-44.16756367;-74.998522;-44.16748266;-74.99275403;-44.16799168;20250810; 03:14:45.3660;-65;38;699.314563;ACUST0009;20;609.486089;0;418.432853;0;1;0;2.591701499;7;385;11.79165033;597.6944387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.99268644;-44.16799554;-74.98690157;-44.168215;-74.98108715;-44.16813402;20250810; 03:18:01.5030;-65;38;699.314563;ACUST0009;21;665.861966;0;415.355844;0;1;0;2.960527781;7;385;12.8823473;652.9796187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.9809966;-44.16813065;-74.97535666;-44.16804252;-74.96954866;-44.16840529;20250810; 03:21:16.2020;-65;38;699.314563;ACUST0009;22;550.079049;0;394.775942;0;1;0;3.300907323;7;385;10.64230984;539.4367392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.969491;-44.16841651;-74.96364022;-44.16848491;-74.95796507;-44.16810149;20250810; 03:24:32.3040;-65;38;699.314563;ACUST0009;23;391.320791;0;362.805909;0;1;0;3.729490578;7;385;7.570833886;383.7499571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.95787863;-44.16809668;-74.95181367;-44.16795221;-74.94629475;-44.16826988;20250810; 03:27:54.1080;-65;38;544.3556;ACUST0009;24;366.534395;0;311.576073;0;1;0;4.10888386;7;385;7.091294615;359.4431004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.9462385;-44.16827914;-74.94049226;-44.16822285;-74.93479856;-44.16767585;20250810; 03:31:04.9280;-65;38;397.547577;ACUST0009;25;257.981322;0;268.847272;0;1;0;4.550265982;7;385;4.991132032;252.99019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.93473677;-44.1676695;-74.92890628;-44.1677722;-74.92315809;-44.16781634;20250810; 03:34:19.6230;-65;38;311.001337;ACUST0009;26;176.275012;0;232.873128;0;1;0;4.958943029;7;385;3.410370379;172.8646416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.92310809;-44.16781473;-74.91740633;-44.16735172;-74.91162611;-44.16700462;20250810; 03:37:34.2780;-65;38;277.970955;ACUST0009;27;575.743435;0;223.721053;0;1;0;5.377330615;7;385;11.13883547;564.6045995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.91156697;-44.16700624;-74.90573154;-44.16721553;-74.9000422;-44.16723092;20250810; 03:40:49.8960;-65;38;260.548564;ACUST0009;28;926.558254;0;211.645791;0;1;0;5.234304603;8;375;340.6350355;585.9232185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.89998608;-44.16722932;-74.89419089;-44.16679214;-74.8885208;-44.16650011;20250810; 03:44:05.4700;-65;38;234.215721;ACUST0009;29;119.247288;0;194.976048;0;1;0;4.867188028;8;375;43.83944993;75.40783807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.88845706;-44.16649255;-74.8826595;-44.16676738;-74.87693159;-44.16695755;20250810; 03:47:22.0090;-65;38;215.336726;ACUST0009;30;85.601943;0;187.807676;0;1;0;4.488164215;8;375;31.47025108;54.13169192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.8768746;-44.16695587;-74.87112489;-44.16662298;-74.86533134;-44.16634649;20250810; 03:50:38.5330;-65;38;208.57703;ACUST0009;31;176.327019;0;168.476717;0;1;0;4.143332559;8;375;64.82394401;111.503075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.86527531;-44.1663497;-74.85957502;-44.16667029;-74.85380049;-44.16665541;20250810; 03:53:55.9750;-65;38;198.975942;ACUST0009;32;322.738622;0;163.142938;0;1;0;3.814000632;8;375;118.6499408;204.0886812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-74.85374678;-44.16664899;-74.84939121;-44.16638805;999;999;20250810; 03:56:48.3430;-65;38;186.047531;ACUST0009;33;39.763859;0;161.773535;0;1;0;3.582622705;8;375;14.61857737;25.14528163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.32481833;-44.25014833;-75.31968178;-44.24996333;-75.31330577;-44.25038373;20250811; 03:12:44.1110;-65;38;619.338873;ACUST0010;1;861.107281;0;344.744842;0;1;0;6.170601482;9;392.5;62.17330549;798.9339755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.31323066;-44.25038667;-75.30753276;-44.25029095;-75.30173053;-44.24998333;20250811; 03:16:30.9460;-65;38;582.240642;ACUST0010;2;1060.133402;0;332.688275;0;1;0;5.64588573;9;392.5;76.54330572;983.5900963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.3016591;-44.24998333;-75.29604219;-44.25047741;-75.29020349;-44.25077343;20250811; 03:19:54.3700;-65;38;486.230575;ACUST0010;3;1063.317042;0;319.650144;0;1;0;5.157445455;9;392.5;76.77316956;986.5438724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.29010358;-44.25077057;-75.28366994;-44.25049717;-75.27862566;-44.25037923;20250811; 03:23:29.4340;-65;38;424.030962;ACUST0010;4;961.15989;0;204.929876;0;1;0;4.642016723;9;392.5;69.39726186;891.7626281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.27856954;-44.25038;-75.27275621;-44.25046381;-75.26693872;-44.25023717;20250811; 03:26:44.4530;-65;38;156.445021;ACUST0010;5;289.132833;0;129.267055;0;1;0;4.192739957;9;392.5;20.87584712;268.2569859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.26687908;-44.25023512;-75.26113762;-44.25002234;-75.25532083;-44.25049075;20250811; 03:30:11.8600;-65;38;154.628933;ACUST0010;6;837.524119;0;128.715732;0;1;0;3.732482617;9;392.5;60.47056396;777.053555;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.25526075;-44.25049333;-75.24951783;-44.25047571;-75.24375658;-44.25020755;20250811; 03:33:39.2680;-65;38;144.995933;ACUST0010;7;339.775814;0;126.191741;0;1;0;3.250638005;9;392.5;24.53235032;315.2434637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.24370204;-44.25020538;-75.23797484;-44.25013485;-75.2321181;-44.25028818;20250811; 03:37:06.6570;-65;38;143.035985;ACUST0010;8;178.23158;0;125.874393;0;1;0;2.805612169;9;392.5;12.86860153;165.3629785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.23207534;-44.25028688;-75.22631417;-44.250405;-75.22054906;-44.2501355;20250811; 03:40:31.9840;-65;38;142.78348;ACUST0010;9;16.930608;0;124.59545;0;1;0;2.358794974;9;392.5;1.222416633;15.70819137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.22048781;-44.2501327;-75.21474682;-44.24986161;-75.20886218;-44.2499798;20250811; 03:43:55.2320;-65;38;141.638005;ACUST0010;10;0;0;0;0;0;0;1.954294496;9;392.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.2088082;-44.24999032;-75.20305972;-44.2502824;-75.19732511;-44.25036333;20250811; 03:47:18.4710;-65;38;137.332483;ACUST0010;11;0;0;0;0;0;0;1.590125394;9;392.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.1972711;-44.25036114;-75.19145229;-44.25015422;-75.18566216;-44.25015315;20250811; 03:50:38.5770;-65;38;137.488475;ACUST0010;12;0;0;0;0;0;0;1.320974409;9;392.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.18560764;-44.25015641;-75.17988894;-44.25039702;-75.174064;-44.25036791;20250811; 03:53:58.8630;-65;38;137.808693;ACUST0010;13;0;0;0;0;0;0;1.224007738;9;392.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.17400944;-44.25036631;-75.16828799;-44.2500672;-75.16243479;-44.24981913;20250811; 03:57:21.0990;-65;38;206.633335;ACUST0010;14;43.880215;0;159.417459;0;1;0;1.288590266;9;392.5;3.168220816;40.71199418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.16237453;-44.24982147;-75.15667063;-44.24992638;-75.15090226;-44.25034837;20250811; 04:00:42.4680;-65;38;403.528031;ACUST0010;15;899.074843;0;245.257783;0;1;0;1.527470731;9;392.5;64.91462343;834.1602196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.15084757;-44.25034997;-75.14501532;-44.25054667;-75.13928895;-44.25024167;20250811; 04:04:01.1010;-65;38;411.644259;ACUST0010;16;615.300731;0;266.566382;0;1;0;1.930524893;9;392.5;44.42568442;570.8750466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.13923443;-44.25023582;-75.13346847;-44.25003349;-75.12767897;-44.24997879;20250811; 04:07:20.7350;-65;38;416.244842;ACUST0010;17;408.612751;0;281.30327;0;1;0;2.293875214;9;392.5;29.50248588;379.1102651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.12762284;-44.2499804;-75.12180305;-44.25017667;-75.11613628;-44.25020167;20250811; 04:10:42.2580;-65;38;383.142517;ACUST0010;18;250.287532;0;233.322566;0;1;0;2.744381748;9;392.5;18.07115505;232.216377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.11608266;-44.25019837;-75.1102695;-44.25;-75.10442982;-44.249985;20250811; 04:14:04.5670;-65;38;228.260797;ACUST0010;19;96.859108;0;185.415668;0;1;0;3.183741067;9;392.5;6.993380551;89.86572745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-75.10437036;-44.24998795;-75.09869099;-44.25041858;-75.0929191;-44.25040833;20250811; 04:17:26.8450;-65;38;382.750458;ACUST0010;20;304.848952;0;229.884555;0;1;0;3.679472421;9;392.5;22.01057573;282.8383763;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
