lance_id;especie;longitud_cm;peso_g;sexo;Ems;Fecha;Lat;Lon;Año
1;M_Cola;52;430;1;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;71;1070;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;65;1390;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;57;530;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;39;190;1;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;52;450;1;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;54;440;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;48;350;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;48;280;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;45;190;1;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;47;300;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;42;220;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;39;180;1;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;40;190;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;59;600;1;3;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;75;1420;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;57;600;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;62;700;1;3;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;40;190;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;47;300;1;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;46;300;1;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;40;190;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;46;300;2;2;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;41;200;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;41;200;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;41;190;2;1;07-08-2025;-43.515;-75.22666667;2025
1;M_Cola;40;190;1;1;07-08-2025;-43.515;-75.22666667;2025
2;M_Cola;38;180;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;94;2680;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;89;2060;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;69;970;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;84;1480;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;94;2090;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;67;920;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;42;200;2;1;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;87;2250;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;70;1010;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;78;1480;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;38;120;1;1;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;37;100;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;59;620;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;76;1380;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;91;1990;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;80;1540;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;105;3090;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;38;150;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;45;290;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;98;3080;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;94;2630;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;89;1730;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;95;2480;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;89;2210;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;101;3030;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;99;2840;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;93;2720;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;40;180;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;78;1300;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;76;1290;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;68;980;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;100;3040;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;83;1680;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;71;1120;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;92;2220;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;43;260;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;67;960;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;90;2090;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;91;2400;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;95;2300;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;75;1270;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;80;1610;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;94;2510;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;91;2240;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;98;2160;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;88;2030;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;94;2490;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;80;1700;1;3;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;105;2730;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;70;1110;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;84;1720;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;70;960;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;69;1010;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;92;2380;1;3;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;93;2450;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;99;2930;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;95;2530;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;51;440;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;40;200;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;90;2540;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;90;2280;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;59;640;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;75;1280;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;86;1840;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;96;2640;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;74;1170;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;75;1240;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;43;210;2;1;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;48;150;1;1;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;45;280;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;60;590;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;73;1080;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;48;360;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;40;190;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;82;1600;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;96;2880;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;50;400;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;85;1710;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;95;2910;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;96;2620;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;98;2640;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;40;190;1;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;40;170;2;1;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;97;2760;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;96;3030;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;95;2490;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;81;1560;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;84;1730;2;2;08-08-2025;-43.615;-74.97833333;2025
2;M_Cola;45;290;2;2;08-08-2025;-43.615;-74.97833333;2025
3;M_Cola;55;630;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;55;430;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;58;630;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;430;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;410;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;62;740;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;72;1400;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;76;1320;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;61;730;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;61;600;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;73;1230;1;3;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;75;1410;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;98;2420;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;80;1596;1;3;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;59;680;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;73;1110;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;75;1300;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;86;2110;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;53;500;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;43;220;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;38;170;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;58;640;1;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;79;1590;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;87;1910;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;80;1320;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;75;1260;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;58;560;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;68;940;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;54;560;1;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;67;910;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;79;1730;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;43;250;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;56;560;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;56;510;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;71;980;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;51;750;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;62;830;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;66;800;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;54;470;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;480;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;48;360;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;49;350;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;48;350;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;89;2050;1;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;80;1400;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;94;2510;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;81;1690;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;67;1020;2;3;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;67;1000;1;3;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;85;2020;2;3;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;420;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;48;350;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;56;520;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;48;380;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;38;170;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;500;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;43;190;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;43;250;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;43;230;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;41;200;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;52;480;2;2;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;42;200;1;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;42;200;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;44;270;2;1;08-08-2025;-43.68333333;-75.16666667;2025
3;M_Cola;41;220;1;1;08-08-2025;-43.68333333;-75.16666667;2025
4;M_Cola;55;500;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;39;170;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;39;180;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;57;500;2;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;50;380;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;210;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;200;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;44;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;67;790;2;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;54;260;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;44;230;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;220;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;40;190;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;210;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;40;180;1;3;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;210;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;52;440;2;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;52;380;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;49;340;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;62;700;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;44;260;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;240;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;46;300;1;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;49;390;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;42;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;210;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;42;220;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;40;210;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;240;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;46;280;2;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;48;330;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;44;255;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;245;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;210;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;45;260;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;210;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;210;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;210;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;40;200;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;45;240;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;56;550;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;200;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;53;420;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;190;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;58;540;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;52;430;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;49;420;2;2;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;220;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;200;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;40;200;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;230;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;220;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;52;390;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;260;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;44;260;1;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;41;190;2;1;08-08-2025;-43.90166667;-75.23666667;2025
4;M_Cola;43;270;1;1;08-08-2025;-43.90166667;-75.23666667;2025
5;M_Cola;50;360;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;260;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;50;390;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;350;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;41;220;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;350;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;310;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;59;590;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;52;470;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;50;350;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;52;440;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;430;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;270;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;53;430;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;50;370;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;380;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;330;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;61;670;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;290;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;41;200;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;340;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;330;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;380;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;320;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;44;250;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;350;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;53;420;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;41;200;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;45;370;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;50;380;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;330;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;370;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;320;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;430;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;40;210;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;54;460;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;320;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;47;330;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;46;290;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;43;240;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;43;230;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;320;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;320;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;360;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;51;380;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;42;350;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;45;350;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;350;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;370;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;47;360;2;2;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;50;380;1;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;43;240;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;59;550;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;320;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;40;230;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;47;300;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;49;330;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;42;210;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;48;330;2;1;09-08-2025;-44.03166667;-75.22833333;2025
5;M_Cola;43;240;2;1;09-08-2025;-44.03166667;-75.22833333;2025
6;M_Cola;72;1100;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;57;560;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;52;460;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;54;550;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;45;300;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;52;440;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;47;320;1;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;89;1890;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;66;820;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;51;360;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;50;380;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;45;290;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;52;490;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;43;270;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;72;1120;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;54;460;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;50;340;1;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;55;450;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;48;340;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;47;330;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;48;360;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;62;670;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;44;250;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;51;410;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;55;500;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;69;1120;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;51;410;1;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;43;250;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;52;400;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;49;370;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;53;490;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;58;550;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;50;420;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;57;480;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;50;380;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;44;290;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;50;390;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;57;550;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;58;560;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;48;300;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;39;190;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;42;250;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;51;340;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;44;240;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;44;210;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;44;290;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;51;380;1;3;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;53;440;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;45;240;2;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;46;290;1;1;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;55;570;1;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;49;400;2;2;09-08-2025;-44.09833333;-75.135;2025
6;M_Cola;54;510;2;2;09-08-2025;-44.09833333;-75.135;2025
